"transcript_id","length","expression","half_life","type","gc_content"
"NM_001008491",3598,61.64,13.2,"coding",0.417746478873239
"NM_001008495",3243,11.81,2.63157894736842,"coding",0.403044871794872
"NM_001008539",7514,34.99,6.08695652173913,"coding",0.413660985599154
"NM_001008563",4490,8.27,3.03030303030303,"coding",0.604873605101344
"NM_001008566",2018,10.32,3.63636363636364,"coding",0.488314883148831
"NM_001008662",2038,21.73,2.46913580246914,"coding",0.384256559766764
"NM_001008703",1244,5.34,6.64,"coding",0.600244498777506
"NM_001008707",4536,3.44,5.84615384615385,"coding",0.451848572061103
"NM_001008708",1311,20.97,3.03030303030303,"coding",0.362872421695951
"NM_001008711",3154,6.91,2.85714285714286,"coding",0.513513513513513
"NM_001008727",1735,18.74,2.22222222222222,"coding",0.398168026334621
"NM_001008739",572,1.67,3.03030303030303,"coding",0.594254937163375
"NM_001008744",3763,19.18,3.27868852459016,"coding",0.448699628465276
"NM_001008800",2096,224.21,15,"coding",0.509393451422437
"NM_001008844",9730,5.76,10.6666666666667,"coding",0.476075949367089
"NM_001008860",2588,30.17,8.25,"coding",0.42512077294686
"NM_001008895",3797,100.48,9.69230769230769,"coding",0.428964095516234
"NM_001008938",6714,33.43,10.2608695652174,"coding",0.443530395984384
"NM_001009183",1368,30.12,4.38095238095238,"coding",0.398889770023791
"NM_001009186",2682,137.79,11.6129032258065,"coding",0.424254797876684
"NM_001009555",5193,11.41,7.25925925925926,"coding",0.417164898746384
"NM_001009584",1865,8.84,2.4390243902439,"coding",0.506257110352674
"NM_001009608",1407,8.84,2.5974025974026,"coding",0.424702774108322
"NM_001009811",3630,7.15,5.23076923076923,"coding",0.654741624077229
"NM_001009812",1463,4.74,2.4390243902439,"coding",0.643939393939394
"NM_001009894",2895,8.83,3.17460317460317,"coding",0.330858960763521
"NM_001009899",13708,2.35,3.77358490566038,"coding",0.413237011091652
"NM_001009905",1383,9.55,4.42105263157895,"coding",0.572529313232831
"NM_001009909",5271,13.34,2.85714285714286,"coding",0.363392171910975
"NM_001009921",5064,7.29,2.94117647058824,"coding",0.429996011168728
"NM_001009924",1792,5.81,15.6923076923077,"coding",0.458783399658897
"NM_001009943",2121,3.86,2.56410256410256,"coding",0.65406427221172
"NM_001009944",14138,4.52,3.57142857142857,"coding",0.66966053748232
"NM_001009993",5420,43.39,5.44,"coding",0.48426862925483
"NM_001010844",1157,3.08,2.1505376344086,"coding",0.363277747893132
"NM_001010851",2975,4.73,2.12765957446809,"coding",0.41404011461318
"NM_001010853",4708,8.52,9,"coding",0.399319583244737
"NM_001010854",3443,9.69,10,"coding",0.523958707821889
"NM_001010862",4479,3.14,2.85714285714286,"coding",0.43082114735658
"NM_001010866",3846,25.17,2.98507462686567,"coding",0.624319419237749
"NM_001010867",7817,2.62,3.7037037037037,"coding",0.538323965252938
"NM_001010868",2110,1.18,2.1505376344086,"coding",0.398065476190476
"NM_001010875",1077,9.58,4.84848484848485,"coding",0.402948402948403
"NM_001010880",1824,1,2.32558139534884,"coding",0.397050791916985
"NM_001010883",5212,26.07,4.36363636363636,"coding",0.398280802292264
"NM_001010891",6170,5.25,5.91304347826087,"coding",0.366360622290232
"NM_001010895",2840,7.67,2.8169014084507,"coding",0.387407083515523
"NM_001010934",2820,3.52,2.35294117647059,"coding",0.393024466423738
"NM_001010935",1906,24.2,8.6,"coding",0.378912363067293
"NM_001010971",1566,1.28,2.56410256410256,"coding",0.384229390681004
"NM_001010982",1820,13.36,6.85714285714286,"coding",0.530842230130486
"NM_001010983",2347,15.58,4.47058823529412,"coding",0.482973621103118
"NM_001010984",3854,4.85,2.56410256410256,"coding",0.376437455996245
"NM_001010986",6135,5.06,9.64705882352941,"coding",0.364185110663984
"NM_001011513",6101,13.44,6,"coding",0.394331700489853
"NM_001011537",3715,16.34,9.45454545454546,"coding",0.389800703399766
"NM_001011553",2496,18.28,3.7037037037037,"coding",0.384584342211461
"NM_001011645",4314,10.44,3.50877192982456,"coding",0.4702154626109
"NM_001011658",2833,4.11,2.53164556962025,"coding",0.426108374384236
"NM_001011666",8532,1.1,2.53164556962025,"coding",0.392870980240217
"NM_001011667",1767,12.17,3.44827586206897,"coding",0.399152991000529
"NM_001011699",1468,28.26,2.8169014084507,"coding",0.527645051194539
"NM_001011708",4356,10.78,10.1538461538462,"coding",0.377831325301205
"NM_001011713",2891,6.24,2.5,"coding",0.390263157894737
"NM_001011725",2365,3.09,2.63157894736842,"coding",0.454587581093605
"NM_001012267",3428,10.47,2.5974025974026,"coding",0.497889786566984
"NM_001012300",1937,65.22,11.1111111111111,"coding",0.573109243697479
"NM_001012320",2665,2.02,2.40963855421687,"coding",0.390631049167635
"NM_001012329",2995,1.19,9.33333333333333,"coding",0.571668909825034
"NM_001012331",2663,1.01,3.03030303030303,"coding",0.627687665032063
"NM_001012409",2371,6.83,3.125,"coding",0.379858060155458
"NM_001012426",5965,7.28,5.41176470588235,"coding",0.629295962629296
"NM_001012454",1199,2.97,2.32558139534884,"coding",0.472019464720195
"NM_001012456",484,12.74,3.27868852459016,"coding",0.377672209026128
"NM_001012502",2128,10.38,3.2258064516129,"coding",0.615550755939525
"NM_001012506",3098,5.1,2.5974025974026,"coding",0.375516693163752
"NM_001012507",531,10.35,3.77358490566038,"coding",0.391841779975278
"NM_001012508",3219,2.36,2.56410256410256,"coding",0.65011002829299
"NM_001012511",3319,29.8,4.15384615384615,"coding",0.487748497457235
"NM_001012515",3835,7.92,12.75,"coding",0.433761515505385
"NM_001012643",1909,2.52,6.75,"coding",0.658227848101266
"NM_001012751",3668,15.91,5.33333333333333,"coding",0.376021003500583
"NM_001012756",5407,1.24,2.32558139534884,"coding",0.363215410261159
"NM_001012758",1092,3.17,6.66666666666667,"coding",0.558044806517312
"NM_001012759",1740,13.2,7.61904761904762,"coding",0.629285299244625
"NM_001012968",4112,6.99,3.77358490566038,"coding",0.372959805115713
"NM_001012969",1622,1.72,2.89855072463768,"coding",0.410018552875696
"NM_001012970",579,2.83,2.24719101123596,"coding",0.443092962641182
"NM_001012980",1616,2.44,7.81538461538462,"coding",0.493770189201661
"NM_001012981",7125,1.39,2.5,"coding",0.475729460804088
"NM_001012985",641,10.53,3.07692307692308,"coding",0.418569254185693
"NM_001012991",1974,15.49,2.77777777777778,"coding",0.489722827779508
"NM_001013437",3513,44.89,8.55172413793104,"coding",0.445705024311183
"NM_001013438",3118,31.66,3.50877192982456,"coding",0.362865107259726
"NM_001013442",847,1.13,7.24528301886792,"coding",0.385416666666667
"NM_001013615",2094,13.22,3.44827586206897,"coding",0.540832882639264
"NM_001013625",774,9.34,8.94736842105263,"coding",0.478036175710594
"NM_001013642",1745,2.48,3.125,"coding",0.607853136155023
"NM_001013649",2849,9.17,9.6551724137931,"coding",0.472859148338793
"NM_001013657",1940,6.16,2.77777777777778,"coding",0.500585023400936
"NM_001013660",2678,3.09,13.4545454545455,"coding",0.417622453110242
"NM_001013661",1818,1.21,2.40963855421687,"coding",0.644114411441144
"NM_001013693",4012,1.34,2.7027027027027,"coding",0.622758964143426
"NM_001013694",1285,19.37,5,"coding",0.482338308457711
"NM_001013699",1070,14.06,9.37931034482759,"coding",0.456014362657091
"NM_001013703",5532,19,8.66666666666667,"coding",0.475442397977609
"NM_001013746",5508,2.29,2.46913580246914,"coding",0.351813471502591
"NM_001013836",2754,21.65,2.7027027027027,"coding",0.622634508348794
"NM_001013842",2075,8.88,2.5,"coding",0.603599221789883
"NM_001013845",1359,11.78,3.44827586206897,"coding",0.54688672168042
"NM_001013848",3606,5.03,3.7037037037037,"coding",0.369795918367347
"NM_001014279",1182,1.21,3.17460317460317,"coding",0.523709167544784
"NM_001014283",3046,16.25,2.94117647058824,"coding",0.469656992084433
"NM_001014432",3008,76.75,10,"coding",0.611246943765281
"NM_001014437",2814,24.79,3.77358490566038,"coding",0.529046401169163
"NM_001014445",2726,30.8,3.57142857142857,"coding",0.583395107487027
"NM_001014449",1831,9.27,8.88888888888889,"coding",0.498475609756098
"NM_001014763",1318,21.38,3.50877192982456,"coding",0.553110773899848
"NM_001014796",3252,7.15,2.85714285714286,"coding",0.415896124336022
"NM_001014811",2242,18.93,2.46913580246914,"coding",0.570590888588182
"NM_001014812",1108,51.3,12,"coding",0.41542002301496
"NM_001014834",3067,23.03,6.125,"coding",0.588266199649737
"NM_001014841",3718,37.77,6.3030303030303,"coding",0.628052412150089
"NM_001014842",2449,26.32,9.33333333333333,"coding",0.529224229543039
"NM_001014979",1844,2.14,5.46153846153846,"coding",0.612619222303742
"NM_001014990",735,32.95,19.2,"coding",0.403273322422259
"NM_001015048",5006,18.27,2.38095238095238,"coding",0.414816396242528
"NM_001015052",1305,9.38,8.88888888888889,"coding",0.638030888030888
"NM_001015053",5327,6.7,3.63636363636364,"coding",0.611987974445697
"NM_001015056",2638,23.88,3.50877192982456,"coding",0.597919493441881
"NM_001015072",974,3.26,2.10526315789474,"coding",0.667336683417086
"NM_001015880",3874,13.47,15,"coding",0.442552041092187
"NM_001015882",2482,8.08,3.7037037037037,"coding",0.418421052631579
"NM_001017367",1131,45.82,11,"coding",0.461220268872802
"NM_001017368",4143,7.8,3.03030303030303,"coding",0.470180305131761
"NM_001017370",3572,1.32,2.63157894736842,"coding",0.390342679127726
"NM_001017371",3980,15.18,2.73972602739726,"coding",0.369505857482604
"NM_001017396",3951,2.24,2.10526315789474,"coding",0.463797035347776
"NM_001017398",4456,2.27,2.73972602739726,"coding",0.521341463414634
"NM_001017402",4339,6.02,14.0869565217391,"coding",0.588275862068966
"NM_001017405",2207,48.98,4.85714285714286,"coding",0.552703941338222
"NM_001017416",3949,21.31,3.03030303030303,"coding",0.356605476978634
"NM_001017420",3376,8.83,2.5974025974026,"coding",0.374001065530101
"NM_001017423",3470,53.62,13.1707317073171,"coding",0.492827256425583
"NM_001017528",2017,23.25,3.84615384615385,"coding",0.652226967663209
"NM_001017922",3485,4.56,3.84615384615385,"coding",0.489244186046512
"NM_001017926",5032,7.61,3.125,"coding",0.378053664397277
"NM_001017927",1280,2.48,2.38095238095238,"coding",0.504273504273504
"NM_001017928",718,37.08,5,"coding",0.376388888888889
"NM_001017961",1676,2.87,2.56410256410256,"coding",0.586860137041516
"NM_001017964",1350,40.68,8.76923076923077,"coding",0.672268907563025
"NM_001017969",4705,2.62,2.63157894736842,"coding",0.448298343982266
"NM_001017977",3303,17.35,9.41176470588235,"coding",0.440398381574852
"NM_001017979",1648,25,2.73972602739726,"coding",0.419526627218935
"NM_001017980",4718,5.48,9.21739130434783,"coding",0.371580063626723
"NM_001017981",1922,2.3,8.5,"coding",0.629040278468424
"NM_001017995",7777,23.46,3.57142857142857,"coding",0.555598405964777
"NM_001018001",1783,2.54,2.5,"coding",0.516486486486486
"NM_001018003",3145,4.2,6.5,"coding",0.633920704845815
"NM_001018007",1797,52.74,9.2,"coding",0.490184414039262
"NM_001018009",2810,53.79,3.7037037037037,"coding",0.471934775791784
"NM_001018024",1943,4.31,2.89855072463768,"coding",0.489216799091941
"NM_001018037",11262,2.77,2.77777777777778,"coding",0.368828590337525
"NM_001018041",3474,1.41,3.77358490566038,"coding",0.505124450951684
"NM_001018052",4520,25.85,4.69565217391304,"coding",0.601460853686373
"NM_001018053",7073,4.23,6.90909090909091,"coding",0.447212001132182
"NM_001018055",2937,9.36,3.50877192982456,"coding",0.405200433369447
"NM_001018057",2769,1.49,9.69230769230769,"coding",0.52
"NM_001018067",6764,56.75,6.85714285714286,"coding",0.381058578650015
"NM_001018073",2221,2.3,18.8571428571429,"coding",0.560192616372392
"NM_001018074",7286,41.3,2.89855072463768,"coding",0.387511339582703
"NM_001018111",5999,54.89,9.125,"coding",0.516037420648179
"NM_001018113",3008,4.71,2.56410256410256,"coding",0.367583692409678
"NM_001018159",1918,17.35,3.77358490566038,"coding",0.403976975405547
"NM_001018837",1196,72.86,17.4857142857143,"coding",0.53160621761658
"NM_001020658",5416,52.89,3.44827586206897,"coding",0.463324048282266
"NM_001020820",3243,11.75,8.25,"coding",0.539473684210526
"NM_001023561",2076,3.85,2.24719101123596,"coding",0.444021868314714
"NM_001023563",8883,1.48,2.27272727272727,"coding",0.40279280165208
"NM_001023570",2392,5.76,2.56410256410256,"coding",0.414823438106325
"NM_001023587",5851,24.69,3.07692307692308,"coding",0.475495307612096
"NM_001024075",3373,5.49,3.57142857142857,"coding",0.436893203883495
"NM_001024218",4318,12.76,2.98507462686567,"coding",0.472238288027762
"NM_001024226",2020,297.05,10.4285714285714,"coding",0.550649350649351
"NM_001024380",3641,16.75,3.17460317460317,"coding",0.402688486265342
"NM_001024466",1593,72.34,9.42857142857143,"coding",0.480681818181818
"NM_001024594",588,3.75,3.27868852459016,"coding",0.521666666666667
"NM_001024599",1858,12.09,4.55555555555556,"coding",0.571138211382114
"NM_001024628",5890,7.25,4.76923076923077,"coding",0.500893655049151
"NM_001024666",3348,16.02,9.6,"coding",0.449048913043478
"NM_001024674",576,21.44,2.40963855421687,"coding",0.426583159359777
"NM_001024675",2028,4.23,2.04081632653061,"coding",0.680353758686039
"NM_001024678",1825,15.33,2.94117647058824,"coding",0.713393870601589
"NM_001024732",2434,9.31,3.2258064516129,"coding",0.535200605601817
"NM_001024736",3419,24.55,13.2972972972973,"coding",0.6
"NM_001024809",3405,15.13,3.07692307692308,"coding",0.63033033033033
"NM_001024844",1715,28.47,3.27868852459016,"coding",0.584932147870847
"NM_001024855",4338,3.2,2.53164556962025,"coding",0.41010854816825
"NM_001024858",10064,1.1,2.29885057471264,"coding",0.588480963480963
"NM_001024916",1159,1.32,3.07692307692308,"coding",0.379446640316206
"NM_001024924",3582,4.2,5.71428571428571,"coding",0.408407572383074
"NM_001024934",3230,12.81,7.6,"coding",0.445480631276901
"NM_001024937",4989,17.52,3.50877192982456,"coding",0.611862013314505
"NM_001024938",2055,1.63,3.03030303030303,"coding",0.529254429956536
"NM_001024944",2061,5.85,3.38983050847458,"coding",0.603006189213086
"NM_001024948",5220,6.61,3.2258064516129,"coding",0.387415982076176
"NM_001025069",3241,2.58,2.63157894736842,"coding",0.389991728701406
"NM_001025159",1519,1.01,3.03030303030303,"coding",0.578342407743497
"NM_001025160",3247,64.11,10.8965517241379,"coding",0.581662832730858
"NM_001025247",4139,22.89,2.7027027027027,"coding",0.428334124347413
"NM_001025248",2146,8.04,20.7272727272727,"coding",0.441382531527324
"NM_001025252",4250,14.73,8.47058823529412,"coding",0.368980330092697
"NM_001025300",2138,32.95,3.33333333333333,"coding",0.454122030740568
"NM_001025356",5987,12.49,9.62962962962963,"coding",0.421307102367456
"NM_001025369",3665,33.57,2.4390243902439,"coding",0.513420902341519
"NM_001025436",2189,6.43,3.38983050847458,"coding",0.387341772151899
"NM_001025579",2420,25.44,2.77777777777778,"coding",0.505236698785086
"NM_001025580",5431,9.57,5.8,"coding",0.391677801107082
"NM_001025593",3091,10.45,3.27868852459016,"coding",0.369413813116657
"NM_001025603",3618,43.13,7.66666666666667,"coding",0.492717086834734
"NM_001025604",2539,19.8,2.94117647058824,"coding",0.621845425867508
"NM_001025778",2129,13.95,2.77777777777778,"coding",0.551043429216018
"NM_001025780",3153,7.8,2.24719101123596,"coding",0.423164763458401
"NM_001025930",3454,2.76,2.53164556962025,"coding",0.584499461786868
"NM_001029",699,10.62,10.1176470588235,"coding",0.470175438596491
"NM_001029840",3379,6.68,5.84615384615385,"coding",0.408266129032258
"NM_001029858",4860,1.8,21.9130434782609,"coding",0.458406733215894
"NM_001029859",3396,5.22,2.10526315789474,"coding",0.521392741221599
"NM_001029860",2908,1.02,2.63157894736842,"coding",0.42361963190184
"NM_001029863",4219,3.77,3.50877192982456,"coding",0.423140495867769
"NM_001029869",725,3.98,2.4390243902439,"coding",0.425742574257426
"NM_001029880",4363,8.56,2.56410256410256,"coding",0.479073243647235
"NM_001029882",5714,11.82,2.53164556962025,"coding",0.635393787260747
"NM_001029885",2193,9.76,2.85714285714286,"coding",0.671309192200557
"NM_001029896",1925,11.97,9.57142857142857,"coding",0.569461827284105
"NM_001029955",4731,2.71,2.77777777777778,"coding",0.413588110403397
"NM_001029998",2706,6.7,2.66666666666667,"coding",0.365548455804047
"NM_001030007",6850,20.9,5.92,"coding",0.41778853426108
"NM_001030010",2857,19.52,6.33333333333333,"coding",0.605555555555556
"NM_001030055",9604,6.28,3.44827586206897,"coding",0.341641464177704
"NM_001030060",6089,4.96,2.94117647058824,"coding",0.398988302244704
"NM_001030273",2828,8.46,2.98507462686567,"coding",0.454642857142857
"NM_001031617",4896,4.57,2.38095238095238,"coding",0.523455259351106
"NM_001031665",2705,1.24,2.40963855421687,"coding",0.414238288454445
"NM_001031672",852,9.28,3.57142857142857,"coding",0.514451800419829
"NM_001031680",4340,31.6,2.98507462686567,"coding",0.571889400921659
"NM_001031684",2381,96.76,5.45454545454546,"coding",0.399830220713073
"NM_001031685",4802,19.55,3.7037037037037,"coding",0.475388601036269
"NM_001031689",3240,21.5,4,"coding",0.389923793395428
"NM_001031698",3698,4.67,3.33333333333333,"coding",0.581081081081081
"NM_001031701",7028,2.95,3.2258064516129,"coding",0.463418001104362
"NM_001031703",1374,16.14,5.73913043478261,"coding",0.545118343195266
"NM_001031710",3140,7.65,3.77358490566038,"coding",0.404164442071543
"NM_001031712",1967,18,2.85714285714286,"coding",0.371676614215952
"NM_001031713",1248,14.38,9.63636363636364,"coding",0.444139194139194
"NM_001031716",1879,12.68,2.27272727272727,"coding",0.413838695460555
"NM_001031723",4802,1.84,2.40963855421687,"coding",0.32512150159209
"NM_001031727",3177,20.59,9.90476190476191,"coding",0.533354310887351
"NM_001031732",6249,14.91,3.50877192982456,"coding",0.403016204075084
"NM_001031733",4655,3.81,2.63157894736842,"coding",0.42491926803014
"NM_001031737",3454,3.82,2.56410256410256,"coding",0.638836179633144
"NM_001031738",1527,5.74,7.58620689655172,"coding",0.583386992916935
"NM_001031800",3032,16.17,8.74074074074074,"coding",0.48780487804878
"NM_001031803",3590,1.66,3.38983050847458,"coding",0.641429777652688
"NM_001031847",2941,54.8,11.1515151515152,"coding",0.540045766590389
"NM_001032",735,41.36,2.66666666666667,"coding",0.461016949152542
"NM_001032282",3085,14.95,2.1978021978022,"coding",0.417299438758666
